input_url,status,filepath,title,uploader,id,duration,webpage_url,error
https://www.tiktok.com/@thehappydaycoshirt/video/7439372979634523434,ok,Downloaded_Audio/thehappydaycoshirt_7439372979634523434.mp3,Black Friday hauls 💕🎄❄️ #santa #christmas #christmasgift #christmasti...,thehappydaycoshirt,7439372979634523434,9,https://www.tiktok.com/@thehappydaycoshirt/video/7439372979634523434,
https://www.tiktok.com/@thehappydaycoshirt/video/7439178991564606766,ok,Downloaded_Audio/thehappydaycoshirt_7439178991564606766.mp3,Have a holly dolly Christmas 🎄 #santa #christmas #christmasgift #chri...,thehappydaycoshirt,7439178991564606766,12,https://www.tiktok.com/@thehappydaycoshirt/video/7439178991564606766,
https://www.tiktok.com/@thehappydaycoshirt/video/7439007083858513194,ok,Downloaded_Audio/thehappydaycoshirt_7439007083858513194.mp3,You have a special delivery from Santa 🎄❄️🍼🤰#newmom #parenting #paren...,thehappydaycoshirt,7439007083858513194,13,https://www.tiktok.com/@thehappydaycoshirt/video/7439007083858513194,
https://www.tiktok.com/@thehappydaycoshirt/video/7438643782133796139,ok,Downloaded_Audio/thehappydaycoshirt_7438643782133796139.mp3,Collection for fantasy book readers 📖📚 #fourthwing #bookish #onyx #fa...,thehappydaycoshirt,7438643782133796139,16,https://www.tiktok.com/@thehappydaycoshirt/video/7438643782133796139,
https://www.tiktok.com/@thehappydaycoshirt/video/7438278388197969195,ok,Downloaded_Audio/thehappydaycoshirt_7438278388197969195.mp3,Take me to the North Pole 🚞❄️🐻‍❄️ #northpoleexpress #polarexpress #ch...,thehappydaycoshirt,7438278388197969195,15,https://www.tiktok.com/@thehappydaycoshirt/video/7438278388197969195,
https://www.tiktok.com/@thehappydaycoshirt/video/7437916922424921387,ok,Downloaded_Audio/thehappydaycoshirt_7437916922424921387.mp3,Ready to read a new book 📚📖 #onyxstorm #booklover #onyx #fantasybookt...,thehappydaycoshirt,7437916922424921387,16,https://www.tiktok.com/@thehappydaycoshirt/video/7437916922424921387,
https://www.tiktok.com/@thehappydaycoshirt/video/7437686315497442603,ok,Downloaded_Audio/thehappydaycoshirt_7437686315497442603.mp3,Ready to be the best parents 💗🫶🏻❄️🤰🍼 #momtobe #dadtobe #christmasgift...,thehappydaycoshirt,7437686315497442603,15,https://www.tiktok.com/@thehappydaycoshirt/video/7437686315497442603,
https://www.tiktok.com/@thehappydaycoshirt/video/7437535546404048170,ok,Downloaded_Audio/thehappydaycoshirt_7437535546404048170.mp3,Welcome to the Fourth Wing📖📚 #fourthwing #bookish #booktok #books #fa...,thehappydaycoshirt,7437535546404048170,16,https://www.tiktok.com/@thehappydaycoshirt/video/7437535546404048170,
https://www.tiktok.com/@thehappydaycoshirt/video/7437160809341439278,ok,Downloaded_Audio/thehappydaycoshirt_7437160809341439278.mp3,Take me to the North Pole ⛄️❄️🚞 #christmas #christmas2024 #christmasc...,thehappydaycoshirt,7437160809341439278,11,https://www.tiktok.com/@thehappydaycoshirt/video/7437160809341439278,
https://www.tiktok.com/@thehappydaycoshirt/video/7436958102316174638,ok,Downloaded_Audio/thehappydaycoshirt_7436958102316174638.mp3,Welcome to the North Pole ❄️🚞 #christmas #christmas2024 #christmascou...,thehappydaycoshirt,7436958102316174638,8,https://www.tiktok.com/@thehappydaycoshirt/video/7436958102316174638,
https://www.tiktok.com/@thehappydaycoshirt/video/7436784603555253550,ok,Downloaded_Audio/thehappydaycoshirt_7436784603555253550.mp3,Girly Christmas 💕 #christmas #christmas2024 #christmascountdown #pink...,thehappydaycoshirt,7436784603555253550,17,https://www.tiktok.com/@thehappydaycoshirt/video/7436784603555253550,
https://www.tiktok.com/@thehappydaycoshirt/video/7436577135801699627,ok,Downloaded_Audio/thehappydaycoshirt_7436577135801699627.mp3,Dragon book Christmas tree 🎄📚 #fourthwing #acotar #throneofglass #boo...,thehappydaycoshirt,7436577135801699627,9,https://www.tiktok.com/@thehappydaycoshirt/video/7436577135801699627,
https://www.tiktok.com/@thehappydaycoshirt/video/7436438608829091114,ok,Downloaded_Audio/thehappydaycoshirt_7436438608829091114.mp3,Replying to @Sarah For anyone who loves Fourthwing 📚📖 #fourthwing #bo...,thehappydaycoshirt,7436438608829091114,17,https://www.tiktok.com/@thehappydaycoshirt/video/7436438608829091114,
https://www.tiktok.com/@thehappydaycoshirt/video/7436198617959910698,ok,Downloaded_Audio/thehappydaycoshirt_7436198617959910698.mp3,Welcome to fantasy book world 📚📖 #fourthwing #bookish #booktok #fanta...,thehappydaycoshirt,7436198617959910698,17,https://www.tiktok.com/@thehappydaycoshirt/video/7436198617959910698,
https://www.tiktok.com/@thehappydaycoshirt/video/7436014589499690283,ok,Downloaded_Audio/thehappydaycoshirt_7436014589499690283.mp3,Girly Christmas 💕💕💕 #santa #christmas #santaclaus #pinkchristmas #chr...,thehappydaycoshirt,7436014589499690283,12,https://www.tiktok.com/@thehappydaycoshirt/video/7436014589499690283,
https://www.tiktok.com/@thehappydaycoshirt/video/7435678585890983214,ok,Downloaded_Audio/thehappydaycoshirt_7435678585890983214.mp3,I’m fine 🙂 #christmas #imfine #everythingisfine #christmaslights #chr...,thehappydaycoshirt,7435678585890983214,12,https://www.tiktok.com/@thehappydaycoshirt/video/7435678585890983214,
https://www.tiktok.com/@thehappydaycoshirt/video/7435314278070078762,ok,Downloaded_Audio/thehappydaycoshirt_7435314278070078762.mp3,You might need these two sweaters this season 📚🫶🏻🎄❄️ #fourthwing #boo...,thehappydaycoshirt,7435314278070078762,16,https://www.tiktok.com/@thehappydaycoshirt/video/7435314278070078762,
https://www.tiktok.com/@thehappydaycoshirt/video/7435098296697261355,ok,Downloaded_Audio/thehappydaycoshirt_7435098296697261355.mp3,Bring me back 90’s Christmas #christmas #christmas2024 ,thehappydaycoshirt,7435098296697261355,13,https://www.tiktok.com/@thehappydaycoshirt/video/7435098296697261355,
https://www.tiktok.com/@thehappydaycoshirt/video/7435097725374418219,ok,Downloaded_Audio/thehappydaycoshirt_7435097725374418219.mp3,Take me to 90’s Christmas 🎄💗❄️ #retro #christmas #christmastiktok #vi...,thehappydaycoshirt,7435097725374418219,17,https://www.tiktok.com/@thehappydaycoshirt/video/7435097725374418219,
https://www.tiktok.com/@thehappydaycoshirt/video/7434922130153786667,ok,Downloaded_Audio/thehappydaycoshirt_7434922130153786667.mp3,Can’t wait for the new book 📚 #bookish #booktok #fourthwing #bookworm...,thehappydaycoshirt,7434922130153786667,20,https://www.tiktok.com/@thehappydaycoshirt/video/7434922130153786667,
https://www.tiktok.com/@thehappydaycoshirt/video/7434724243755060522,ok,Downloaded_Audio/thehappydaycoshirt_7434724243755060522.mp3,All booked for Christmas this year 📚📚📚🎄🎄🎄 #christmas #christmas2024 #...,thehappydaycoshirt,7434724243755060522,16,https://www.tiktok.com/@thehappydaycoshirt/video/7434724243755060522,
